Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),UGS dune,EQS dune,Static,Live,Dune Links,Symbol,UserGrowthJSON
Hashflow,Exchanges (DEX),0.0,55.76828841810767,35.0,,,Steady Growth,Overvalued,,False,False,True,False,,,
Hedera,Blockchains (L1),0.0,78.78787878787878,,75.69,,Strong Growth,,BBB,False,False,True,False,,,
Hedgey Finance,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Hegic,Derivative exchanges,54.79070870679547,56.719839581600674,60.29166666666668,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Helium,Infrastructure,53.575124466986615,51.01063829787234,64.64285714285715,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Helix,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Hercules,Exchanges (DEX),0.0,23.79310344827586,,,,Stagnant/Declining,,,False,False,True,False,,,
Hinkal Protocol,Bridges,0.0,,,,,,,,False,False,True,False,,,
Hippo Labs,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Hive,,,,,73.15,,,,BBB,False,False,True,False,,,
Hivemapper,,,,,77.84,,,,BBB,False,False,True,False,,,
Holdstation,Derivative exchanges,17.760285004271626,70.3653597018745,45.59027777777778,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Homora,Lending,0.0,73.68421052631578,55.0,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Hook,Blockchains (L3),0.0,,,,,,,,False,False,True,False,,,
Hooked Protocol,Social,0.0,81.48148148148148,55.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
Hop Protocol,Bridges,10.915853513560124,79.54545454545455,86.87500000000001,,,Strong Growth,Undervalued,,False,False,True,False,,,
Horizen,,,,,87.28,,,,AA,False,False,True,False,,,
Houdini Swap,Exchanges (DEX),35.93598183098257,40.2825361512792,60.39772727272727,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
HunnyFinance,Asset management,0.0,27.239002932551323,52.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Hydration,Blockchains (L2),0.0,47.47824692728874,,,,Steady Growth,,,False,False,True,False,,,
Hydro Protocol,Liquid staking,0.0,27.647058823529413,,,,Slow Growth,,,False,False,True,False,,,
Hyperbridge,Blockchains (L2),0.0,19.98354626403407,,,,Stagnant/Declining,,,False,False,True,False,,,
Hyperlane,Bridges,0.0,,,,,,,,False,False,True,False,,,
Hyperliquid,Derivative exchanges,0.0,100.0,,82.06,,Exceptional Growth,,A,False,False,True,False,,,
Hyperliquid,Blockchains (L2),0.0,36.92307692307692,,82.06,,Slow Growth,,A,False,False,True,False,,,
Hypr,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
ICHI,Asset management,0.0,25.12609970674487,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
IDEX,Exchanges (DEX),0.0,70.77011494252874,31.0,,,Strong Growth,Overvalued,,False,False,True,False,,,
IO.net,Infrastructure,0.0,76.59574468085107,,,,Strong Growth,,,False,False,True,False,,,
IOTA,,,,,74.39,,,,BBB,False,False,True,False,,,
IPMB,Asset management,0.0,51.65395894428153,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
IPOR Protocol,Derivative exchanges,23.52651645101508,39.93004686200499,39.01909722222223,,,Slow Growth,Overvalued,,False,False,True,False,,,
Idle Finance,Asset management,0.0,14.154936461388075,50.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Illuvium,Gaming,0.0,88.45315904139433,55.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
ImmortalX,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
Immutable X,,,,,90.06,,,,AA,False,False,True,False,,,"{""name"": ""Immutable X"", ""sector"": ""Blockchains (L2)"", ""scores"": {""user_growth"": 90.02038225560229, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""user_growth"": 96.30346290771791}}, {""name"": ""Gravity"", ""scores"": {""user_growth"": 81.36211567178466}}, {""name"": ""StarkNet"", ""scores"": {""user_growth"": 74.82779415706244}}, {""name"": ""Uniswap"", ""scores"": {""user_growth"": 77.58420441347272}}], ""sector_averages"": {""user_growth"": 54.93, ""count"": 66}}"
Immutable X,Blockchains (L2),62.73696331707027,90.02038225560229,92.6153846153846,90.06,,Exceptional Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""Immutable X"", ""sector"": ""Blockchains (L2)"", ""scores"": {""user_growth"": 90.02038225560229, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""user_growth"": 96.30346290771791}}, {""name"": ""Gravity"", ""scores"": {""user_growth"": 81.36211567178466}}, {""name"": ""StarkNet"", ""scores"": {""user_growth"": 74.82779415706244}}, {""name"": ""Uniswap"", ""scores"": {""user_growth"": 77.58420441347272}}], ""sector_averages"": {""user_growth"": 54.93, ""count"": 66}}"
Impermax Finance,Asset management,0.0,17.6969696969697,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Impossible Finance,Infrastructure,0.0,20.638297872340424,,,,Stagnant/Declining,,,False,False,True,False,,,
Index Cooperative,Asset management,41.69345088455628,60.26484604105573,52.32589285714286,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Infrared Finance,Liquid staking,0.0,,,,,,,,False,False,True,False,,,
Injective,Blockchains (L1),49.72054028597943,64.14820473644002,81.10576923076923,83.9,,Steady Growth,Undervalued,A,False,False,True,False,,,"{""name"": ""Injective"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 64.14820473644002, ""growth_category"": ""Steady Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Injera,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Instadapp,,,,,82.45,,,,A,False,False,True,False,,,
Integral,Exchanges (DEX),42.29887048257745,16.09936967000371,71.8939393939394,,,Stagnant/Declining,Undervalued,,False,False,True,False,,,
InterCrone Swap,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Interlay,Blockchains (L2),0.0,33.93259179844545,,,,Slow Growth,,,False,False,True,False,,,
Internet Computer,Blockchains (L1),34.99216143098731,74.21487603305783,91.1931818181818,88.3,,Strong Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""Internet Computer"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 74.21487603305783, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Invarch,Blockchains (L2),0.0,28.96631823461092,,,,Slow Growth,,,False,False,True,False,,,
Inverse Finance,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
IoTeX,,,,,90.76,,,,AA,False,False,True,False,,,
Ionic Protocol,Lending,0.0,38.94736842105263,,,,Slow Growth,,,False,False,True,False,,,
JOJO,Derivative exchanges,0.0,29.47773654916512,52.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
JPool Staked SOL (JSOL),,,,,64.78,,,,BB,False,False,True,False,,,
JUST,Lending,0.0,90.13157894736842,55.0,68.5,,Exceptional Growth,Fairly Valued,BB,False,False,True,False,,,
Jasmy,,,,,83.63,,,,A,False,False,True,False,,,
Jito Labs,,,,,82.52,,,,A,False,False,True,False,,,"{""name"": ""Jito Labs"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 92.94117647058825, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Lido DAO"", ""scores"": {""user_growth"": 79.24632352941175}}, {""name"": ""Stader ETHx"", ""scores"": {""user_growth"": 44.74264705882353}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}"
Jito Labs,Liquid staking,40.57981264730388,92.94117647058825,52.91666666666667,82.52,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,"{""name"": ""Jito Labs"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 92.94117647058825, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Lido DAO"", ""scores"": {""user_growth"": 79.24632352941175}}, {""name"": ""Stader ETHx"", ""scores"": {""user_growth"": 44.74264705882353}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}"
Juice Finance,Asset management,0.0,51.5366568914956,55.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Jumbo Exchange,Exchanges (DEX),0.0,6.896551724137932,,,,Stagnant/Declining,,,False,False,True,False,,,
Jupiter Exchange,,,,,89.26,,,,AA,False,False,True,False,,,
Jupiter Exchange,Exchanges (DEX),0.0,95.40229885057472,,89.26,,Exceptional Growth,,AA,False,False,True,False,,,
JustLend,Lending,0.0,90.13157894736842,55.0,87.52,,Exceptional Growth,Fairly Valued,AA,False,False,True,False,,,
JustLend DAO,Lending,0.0,90.13157894736842,55.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
KAI-CHING,Gaming,0.0,,,,,,,,False,False,True,False,,,
KAP Games,Gaming,0.0,33.88888888888888,74.44444444444446,,,Slow Growth,Undervalued,,False,False,True,False,,,
KGen,Gaming,0.0,,,,,,,,False,False,True,False,,,
Kadena,Blockchains (L1),0.0,31.21212121212121,,,,Slow Growth,,,False,False,True,False,,,
Kage Finance,Derivative exchanges,0.0,20.20408163265306,,,,Stagnant/Declining,,,False,False,True,False,,,
Kaia (prev. Klaytn & Finschia),,,,,84.85,,,,A,False,False,True,False,,,
Kaito,Infrastructure,0.0,85.92371562013491,55.0,84.19,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,
Kamino,Lending,0.0,78.94736842105263,,,,Strong Growth,,,False,False,True,False,,,
Kana,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Karak,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Karura,Blockchains (L1),2.093756615479769,6.0606060606060606,14.903846153846152,,,Stagnant/Declining,Overvalued,,False,False,True,False,,,
Kaspa,,,,,84.19,,,,A,False,False,True,False,,,
Katana,Exchanges (DEX),34.76674251409991,75.0,,,,Strong Growth,,,False,False,True,False,,,
Kava,,,,,90.1,,,,AA,False,False,True,False,,,
Keep,,,,,88.02,,,,AA,False,False,True,False,,,
Kiln,Liquid staking,0.0,,,,,,,,False,False,True,False,,,
KiloEx,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
Kilt,Blockchains (L2),0.0,32.67706378986866,,,,Slow Growth,,,False,False,True,False,,,
Kinesis Money,Derivative exchanges,0.0,44.65445269016698,50.0,62.27,,Slow Growth,Fairly Valued,B,False,False,True,False,,,
Kinesis Money,,,,,62.27,,,,B,False,False,True,False,,,
Kleros,Infrastructure,0.0,29.23975090814738,49.72222222222223,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
KlimaDAO,Infrastructure,0.0,36.0738842760768,52.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
Kodiak Finance,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Koi Finance,Exchanges (DEX),0.0,22.71264367816092,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Kroma Network,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
KuCoin Token,,,,,83.66,,,,A,False,False,True,False,,,
Kusama,Blockchains (L1),20.89199337228766,20.56198142135642,49.21875,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Kwenta,Derivative exchanges,0.0,50.46015330113237,61.102941176470594,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
KyberSwap,Exchanges (DEX),0.0,76.79375442410759,63.11363636363637,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
LCX,,,,,85.28,,,,A,False,False,True,False,,,
LFJ,Exchanges (DEX),42.24054203409128,76.7520519432366,64.5596590909091,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
LI.FI,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
LUKSO,Blockchains (L1),0.0,9.090909090909092,,,,Stagnant/Declining,,,False,False,True,False,,,
Lagoon,Asset management,0.0,,,,,,,,False,False,True,False,,,
Lagrange,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Lava Network,Blockchains (L1),0.0,20.60606060606061,,,,Stagnant/Declining,,,False,False,True,False,,,
Layer3,Infrastructure,46.27089996011394,75.34213062495367,92.85714285714286,,,Strong Growth,Undervalued,,False,False,True,False,,,
LayerZero,,,,,90.07,,,,AA,False,False,True,False,,,
Layerswap,Bridges,0.0,,,,,,,,False,False,True,False,,,
Lens Protocol,Social,0.0,0.0,,,,Stagnant/Declining,,,False,False,True,False,,,
Levana,Derivative exchanges,0.0,75.51020408163265,,,,Strong Growth,,,False,False,True,False,,,
Level Finance,Derivative exchanges,14.076985216916428,53.56381149638539,51.84375000000001,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Lido DAO,,,,,92.06,,,,AA,False,False,True,False,,,"{""name"": ""Lido DAO"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 79.24632352941175, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""user_growth"": 92.94117647058825}}, {""name"": ""Stader ETHx"", ""scores"": {""user_growth"": 44.74264705882353}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}"
Lido DAO,Liquid staking,62.60100053261692,79.24632352941175,70.40625000000001,92.06,,Strong Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""Lido DAO"", ""sector"": ""Liquid staking"", ""scores"": {""user_growth"": 79.24632352941175, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Jito Labs"", ""scores"": {""user_growth"": 92.94117647058825}}, {""name"": ""Stader ETHx"", ""scores"": {""user_growth"": 44.74264705882353}}, {""name"": ""Solayer"", ""scores"": {""user_growth"": 100.0}}, {""name"": ""EigenLayer"", ""scores"": {""user_growth"": 87.64705882352942}}], ""sector_averages"": {""user_growth"": 52.75, ""count"": 22}}"
Lido Staked ETH,,,,,88.73,,,,AA,False,False,True,False,,,
Lido wstETH,,,,,84.49,,,,A,False,False,True,False,,,
Lifinity,Exchanges (DEX),0.0,36.43678160919541,,,,Slow Growth,,,False,False,True,False,,,
Lighter,Exchanges (DEX),0.0,18.181818181818183,,,,Stagnant/Declining,,,False,False,True,False,,,
Limitless,Prediction markets,0.0,,,,,,,,False,False,True,False,,,
Linea,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Liquid Collective,Liquid staking,0.0,30.0,,,,Slow Growth,,,False,False,True,False,,,
Liquid Staked ETH,,,,,69.28,,,,BB,False,False,True,False,,,
Liquidswap,Exchanges (DEX),0.0,55.43103448275863,,,,Steady Growth,,,False,False,True,False,,,
Liquity,Stablecoin issuers,56.19766082534869,65.0,48.88839285714286,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Lisk,Blockchains (L2),0.0,57.4295269947444,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Lista DAO,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Litecoin,Blockchains (L1),0.0,84.84848484848484,38.16222084367246,83.71,,Exceptional Growth,Overvalued,A,False,False,True,False,,,"{""name"": ""Litecoin"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 84.84848484848484, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Litentry,Blockchains (L2),0.0,22.55829354235372,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Livepeer,Infrastructure,0.0,85.63829787234042,56.60714285714286,78.4,,Exceptional Growth,Fairly Valued,BBB,False,False,True,False,,,"{""name"": ""Livepeer"", ""sector"": ""Infrastructure"", ""scores"": {""user_growth"": 85.63829787234042, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Chainlink"", ""scores"": {""user_growth"": 85.72299651567945}}, {""name"": ""Render Network"", ""scores"": {""user_growth"": 91.6969382459782}}, {""name"": ""Virtuals Protocol"", ""scores"": {""user_growth"": 91.48936170212764}}, {""name"": ""Kaito"", ""scores"": {""user_growth"": 85.92371562013491}}], ""sector_averages"": {""user_growth"": 53.9, ""count"": 52}}"
LogX,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
Lombard,Liquid staking,0.0,,,83.72,,,,A,False,False,True,False,,,
LooksRare,NFT marketplaces,0.0,57.81250000000001,25.55555555555556,,,Steady Growth,Overvalued,,False,False,True,False,,,
Loopring,Exchanges (DEX),0.0,84.91657397107898,58.33333333333332,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
Lybra Finance,Stablecoin issuers,0.0,63.60119047619047,60.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Lynex,Exchanges (DEX),0.0,51.12068965517242,,,,Steady Growth,,,False,False,True,False,,,
MANTRA,Blockchains (L1),0.0,49.280303030303024,45.0,86.22,,Steady Growth,Fairly Valued,A,False,False,True,False,,,
MELANIA,,,,,50.0,,,,CC,False,False,True,False,,,
MELD,Blockchains (L1),0.0,0.0,,,,Stagnant/Declining,,,False,False,True,False,,,
MOG Coin,,,,,71.29,,,,BB,False,False,True,False,,,
MOOAR,NFT marketplaces,0.0,,,,,,,,False,False,True,False,,,
MUX,Derivative exchanges,31.49169524545232,54.74643736805068,64.91071428571429,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
MX TOKEN,,,,,77.08,,,,BBB,False,False,True,False,,,
MYX.Finance,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
M^0,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Magic Eden,NFT marketplaces,0.0,100.0,,91.24,,Exceptional Growth,,AA,False,False,True,False,,,
Magpie XYZ,Asset management,0.0,68.83870967741936,52.0,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Manifold.xyz,NFT marketplaces,0.0,,,,,,,,False,False,True,False,,,
Mansa Finance,Lending,0.0,,,,,,,,False,False,True,False,,,
Manta,Blockchains (L2),36.557992817136686,63.147381515621184,47.76190476190476,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Mantle LSP,,,,,84.66,,,,A,False,False,True,False,,,
Mantle Network,Blockchains (L2),0.0,89.472049689441,52.0,86.19,,Exceptional Growth,Fairly Valued,A,False,False,True,False,,,
Maple Finance,Lending,54.32192715059285,63.62573099415204,56.830357142857146,92.39,,Steady Growth,Fairly Valued,AA,False,False,True,False,,,"{""name"": ""Maple Finance"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 63.62573099415204, ""growth_category"": ""Steady Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Morpho"", ""scores"": {""user_growth"": 81.08004385964914}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}"
Marinade Staked SOL,,,,,77.42,,,,BBB,False,False,True,False,,,
Marinade Staked SOL,Liquid staking,0.0,65.11764705882352,,77.42,,Strong Growth,,BBB,False,False,True,False,,,
Mars Protocol,Blockchains (L1),0.0,3.0303030303030303,,,,Stagnant/Declining,,,False,False,True,False,,,
Maverick Protocol,Exchanges (DEX),0.0,65.4337837496208,30.390625000000004,,,Strong Growth,Overvalued,,False,False,True,False,,,
Mean Finance,Exchanges (DEX),10.694342498423673,,,,,,,,False,False,True,False,,,
Mellow Protocol,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Membrane Finance,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Mendi Finance,Lending,0.0,31.052631578947363,,,,Slow Growth,,,False,False,True,False,,,
Mento,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Mereo,Social,0.0,,,,,,,,False,False,True,False,,,
Meridian,Stablecoin issuers,0.0,23.928571428571427,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Merkle Trade,Derivative exchanges,43.99207475840234,52.532421835729366,90.87301587301587,,,Steady Growth,Undervalued,,False,False,True,False,,,
Merkly,Bridges,0.0,,,,,,,,False,False,True,False,,,
Merlin Chain,Blockchains (L2),0.0,69.42307692307692,,,,Strong Growth,,,False,False,True,False,,,
Meso Finance,Lending,0.0,,,,,,,,False,False,True,False,,,
Meta Pool DAO,Liquid staking,0.0,11.76470588235294,,,,Stagnant/Declining,,,False,False,True,False,,,
MetaDAO,Infrastructure,0.0,24.8936170212766,,,,Stagnant/Declining,,,False,False,True,False,,,
MetaMask,Exchanges (DEX),0.0,81.81818181818183,,,,Exceptional Growth,,,False,False,True,False,,,
Metal,Blockchains (L2),0.0,54.435618729096994,52.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Metaplex,NFT marketplaces,0.0,77.77777777777779,,78.27,,Strong Growth,,BBB,False,False,True,False,,,
Metavault.Trade,Derivative exchanges,0.0,45.43967116627216,37.142857142857146,,,Steady Growth,Overvalued,,False,False,True,False,,,
Meteor Wallet,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Meteora,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Metis,Blockchains (L2),0.0,66.53846153846155,,,,Strong Growth,,,False,False,True,False,,,
Metropolis,Exchanges (DEX),0.0,62.721542454579165,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
Micro3,Social,0.0,,,,,,,,False,False,True,False,,,
Midas,Asset management,0.0,,,,,,,,False,False,True,False,,,
MimbleWimbleCoin,,,,,60.19,,,,B,False,False,True,False,,,
Mimic,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Mina Protocol,Blockchains (L1),0.0,28.089225589225588,23.839950372208435,80.76,,Slow Growth,Overvalued,A,False,False,True,False,,,"{""name"": ""Mina Protocol"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 28.089225589225588, ""growth_category"": ""Slow Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Mint Blockchain,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
Mint Club,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
Mito Finance,Asset management,0.0,,,,,,,,False,False,True,False,,,
Mocaverse,Exchanges (DEX),27.030231384788603,40.23071721104258,29.131155303030305,85.15,,Slow Growth,Overvalued,A,False,False,True,False,,,"{""name"": ""Mocaverse"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""BENQI Liquid Staked AVAX"", ""scores"": {""user_growth"": null}}, {""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Entangle"", ""scores"": {""user_growth"": null}}, {""name"": ""OriginTrail"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}"
Mocaverse,,,,,85.15,,,,A,False,False,True,False,,,"{""name"": ""Mocaverse"", ""sector"": ""Unknown"", ""scores"": {""user_growth"": null, ""growth_category"": null}, ""peers"": [{""name"": ""BENQI Liquid Staked AVAX"", ""scores"": {""user_growth"": null}}, {""name"": ""CoW DAO"", ""scores"": {""user_growth"": null}}, {""name"": ""Entangle"", ""scores"": {""user_growth"": null}}, {""name"": ""OriginTrail"", ""scores"": {""user_growth"": null}}], ""sector_averages"": {""user_growth"": null, ""count"": 0}}"
Mode Network,Blockchains (L2),0.0,61.870883907033736,,,,Steady Growth,,,False,False,True,False,,,
Mole,Asset management,0.0,,,,,,,,False,False,True,False,,,
Monerium,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Monero,,,,,74.55,,,,BBB,False,False,True,False,,,
Moola Market,Lending,0.0,21.297514619883035,50.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
Moonbeam,Blockchains (L2),0.0,63.06155952061874,,,,Steady Growth,,,False,False,True,False,,,
Moonwell,Lending,42.359734228324896,75.56390977443608,58.60576923076924,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
Morpho,Lending,0.0,81.08004385964914,84.07142857142858,93.26,,Exceptional Growth,Undervalued,AA,False,False,True,False,,,"{""name"": ""Morpho"", ""sector"": ""Lending"", ""scores"": {""user_growth"": 81.08004385964914, ""growth_category"": ""Exceptional Growth""}, ""peers"": [{""name"": ""Aave"", ""scores"": {""user_growth"": 99.07407407407408}}, {""name"": ""Compound"", ""scores"": {""user_growth"": 79.99756335282652}}, {""name"": ""Euler"", ""scores"": {""user_growth"": 61.46686159844056}}, {""name"": ""Maple Finance"", ""scores"": {""user_growth"": 63.62573099415204}}], ""sector_averages"": {""user_growth"": 53.35, ""count"": 46}}"
MorphoAave,,,,,78.98,,,,BBB,False,False,True,False,,,
Mountain Protocol,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
Movement Labs,Blockchains (L1),0.0,89.39393939393939,,84.71,,Exceptional Growth,,A,False,False,True,False,,,
Movement Labs,,,,,84.71,,,,A,False,False,True,False,,,
MultiversX,Blockchains (L1),30.99086041551533,52.53787878787879,53.08238636363636,83.43,,Steady Growth,Fairly Valued,A,False,False,True,False,,,"{""name"": ""MultiversX"", ""sector"": ""Blockchains (L1)"", ""scores"": {""user_growth"": 52.53787878787879, ""growth_category"": ""Steady Growth""}, ""peers"": [{""name"": ""Algorand"", ""scores"": {""user_growth"": 57.27272727272727}}, {""name"": ""Aptos"", ""scores"": {""user_growth"": 74.57650162337663}}, {""name"": ""Avalanche"", ""scores"": {""user_growth"": 63.59943977591037}}, {""name"": ""BNB Chain"", ""scores"": {""user_growth"": 94.40882034632034}}], ""sector_averages"": {""user_growth"": 51.53, ""count"": 66}}"
Mummy Finance,Derivative exchanges,10.67366478037054,48.53448275862069,,,,Steady Growth,,,False,False,True,False,,,
MyShell,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
MySwap,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
Mythos,Blockchains (L2),0.0,60.21319925718879,,71.34,,Steady Growth,,BB,False,False,True,False,,,
NAVI Protocol,Lending,0.0,97.36842105263158,,,,Exceptional Growth,,,False,False,True,False,,,
